depth,shadow_length,model_id,reference_datetime
2,5,empirical_ler,2022-12-19 00:00:00
3,5,empirical_ler,2022-12-19 00:00:00
4,4,empirical_ler,2022-12-19 00:00:00
5,5,empirical_ler,2022-12-19 00:00:00
6,4,empirical_ler,2022-12-19 00:00:00
7,5,empirical_ler,2022-12-19 00:00:00
8,8,empirical_ler,2022-12-19 00:00:00
9,5,empirical_ler,2022-12-19 00:00:00
0,5,ler,2022-12-19 00:00:00
1,4,ler,2022-12-19 00:00:00
1.5,5,ler,2022-12-19 00:00:00
2,6,ler,2022-12-19 00:00:00
3,4,ler,2022-12-19 00:00:00
4,5,ler,2022-12-19 00:00:00
5,7,ler,2022-12-19 00:00:00
6,5,ler,2022-12-19 00:00:00
7,5,ler,2022-12-19 00:00:00
8,4,ler,2022-12-19 00:00:00
9,4,ler,2022-12-19 00:00:00
0,1,GLM,2022-12-26 00:00:00
1,4,GLM,2022-12-26 00:00:00
1.5,4,GLM,2022-12-26 00:00:00
2,3,GLM,2022-12-26 00:00:00
3,3,GLM,2022-12-26 00:00:00
4,6,GLM,2022-12-26 00:00:00
5,3,GLM,2022-12-26 00:00:00
6,5,GLM,2022-12-26 00:00:00
7,4,GLM,2022-12-26 00:00:00
8,4,GLM,2022-12-26 00:00:00
9,7,GLM,2022-12-26 00:00:00
0,0,GOTM,2022-12-26 00:00:00
1,2,GOTM,2022-12-26 00:00:00
1.5,6,GOTM,2022-12-26 00:00:00
2,5,GOTM,2022-12-26 00:00:00
3,7,GOTM,2022-12-26 00:00:00
4,5,GOTM,2022-12-26 00:00:00
5,6,GOTM,2022-12-26 00:00:00
6,6,GOTM,2022-12-26 00:00:00
7,5,GOTM,2022-12-26 00:00:00
8,3,GOTM,2022-12-26 00:00:00
9,8,GOTM,2022-12-26 00:00:00
0,5,RW,2022-12-26 00:00:00
1,8,RW,2022-12-26 00:00:00
1.5,5,RW,2022-12-26 00:00:00
2,6,RW,2022-12-26 00:00:00
3,6,RW,2022-12-26 00:00:00
4,8,RW,2022-12-26 00:00:00
5,13,RW,2022-12-26 00:00:00
6,11,RW,2022-12-26 00:00:00
7,14,RW,2022-12-26 00:00:00
8,14,RW,2022-12-26 00:00:00
9,14,RW,2022-12-26 00:00:00
0,2,Simstrat,2022-12-26 00:00:00
1,3,Simstrat,2022-12-26 00:00:00
1.5,4,Simstrat,2022-12-26 00:00:00
2,4,Simstrat,2022-12-26 00:00:00
3,3,Simstrat,2022-12-26 00:00:00
4,5,Simstrat,2022-12-26 00:00:00
5,5,Simstrat,2022-12-26 00:00:00
6,5,Simstrat,2022-12-26 00:00:00
7,9,Simstrat,2022-12-26 00:00:00
8,4,Simstrat,2022-12-26 00:00:00
9,5,Simstrat,2022-12-26 00:00:00
0,2,climatology,2022-12-26 00:00:00
1,3,climatology,2022-12-26 00:00:00
1.5,2,climatology,2022-12-26 00:00:00
2,2,climatology,2022-12-26 00:00:00
3,2,climatology,2022-12-26 00:00:00
4,3,climatology,2022-12-26 00:00:00
5,2,climatology,2022-12-26 00:00:00
6,1,climatology,2022-12-26 00:00:00
7,2,climatology,2022-12-26 00:00:00
8,2,climatology,2022-12-26 00:00:00
9,3,climatology,2022-12-26 00:00:00
0,5,empirical,2022-12-26 00:00:00
1,8,empirical,2022-12-26 00:00:00
1.5,4,empirical,2022-12-26 00:00:00
2,6,empirical,2022-12-26 00:00:00
3,4,empirical,2022-12-26 00:00:00
4,7,empirical,2022-12-26 00:00:00
5,10,empirical,2022-12-26 00:00:00
6,11,empirical,2022-12-26 00:00:00
7,12,empirical,2022-12-26 00:00:00
8,14,empirical,2022-12-26 00:00:00
9,14,empirical,2022-12-26 00:00:00
0,3,empirical_ler,2022-12-26 00:00:00
1,4,empirical_ler,2022-12-26 00:00:00
1.5,4,empirical_ler,2022-12-26 00:00:00
2,5,empirical_ler,2022-12-26 00:00:00
3,7,empirical_ler,2022-12-26 00:00:00
4,6,empirical_ler,2022-12-26 00:00:00
5,10,empirical_ler,2022-12-26 00:00:00
6,10,empirical_ler,2022-12-26 00:00:00
7,10,empirical_ler,2022-12-26 00:00:00
8,12,empirical_ler,2022-12-26 00:00:00
9,12,empirical_ler,2022-12-26 00:00:00
0,1,ler,2022-12-26 00:00:00
1,4,ler,2022-12-26 00:00:00
1.5,6,ler,2022-12-26 00:00:00
2,5,ler,2022-12-26 00:00:00
3,7,ler,2022-12-26 00:00:00
4,3,ler,2022-12-26 00:00:00
5,6,ler,2022-12-26 00:00:00
6,6,ler,2022-12-26 00:00:00
7,4,ler,2022-12-26 00:00:00
8,4,ler,2022-12-26 00:00:00
9,8,ler,2022-12-26 00:00:00
0,3,GLM,2023-01-02 00:00:00
1,4,GLM,2023-01-02 00:00:00
1.5,6,GLM,2023-01-02 00:00:00
2,4,GLM,2023-01-02 00:00:00
3,5,GLM,2023-01-02 00:00:00
4,7,GLM,2023-01-02 00:00:00
5,5,GLM,2023-01-02 00:00:00
6,7,GLM,2023-01-02 00:00:00
7,4,GLM,2023-01-02 00:00:00
8,6,GLM,2023-01-02 00:00:00
9,5,GLM,2023-01-02 00:00:00
0,3,GOTM,2023-01-02 00:00:00
1,3,GOTM,2023-01-02 00:00:00
1.5,5,GOTM,2023-01-02 00:00:00
2,2,GOTM,2023-01-02 00:00:00
3,4,GOTM,2023-01-02 00:00:00
4,4,GOTM,2023-01-02 00:00:00
5,5,GOTM,2023-01-02 00:00:00
6,4,GOTM,2023-01-02 00:00:00
7,4,GOTM,2023-01-02 00:00:00
8,3,GOTM,2023-01-02 00:00:00
9,4,GOTM,2023-01-02 00:00:00
0,5,RW,2023-01-02 00:00:00
1,6,RW,2023-01-02 00:00:00
1.5,6,RW,2023-01-02 00:00:00
2,7,RW,2023-01-02 00:00:00
3,6,RW,2023-01-02 00:00:00
4,6,RW,2023-01-02 00:00:00
5,8,RW,2023-01-02 00:00:00
6,8,RW,2023-01-02 00:00:00
7,14,RW,2023-01-02 00:00:00
8,8,RW,2023-01-02 00:00:00
9,12,RW,2023-01-02 00:00:00
0,3,Simstrat,2023-01-02 00:00:00
1,3,Simstrat,2023-01-02 00:00:00
1.5,5,Simstrat,2023-01-02 00:00:00
2,7,Simstrat,2023-01-02 00:00:00
3,5,Simstrat,2023-01-02 00:00:00
4,7,Simstrat,2023-01-02 00:00:00
5,5,Simstrat,2023-01-02 00:00:00
6,5,Simstrat,2023-01-02 00:00:00
7,5,Simstrat,2023-01-02 00:00:00
8,4,Simstrat,2023-01-02 00:00:00
9,5,Simstrat,2023-01-02 00:00:00
0,3,climatology,2023-01-02 00:00:00
1,4,climatology,2023-01-02 00:00:00
1.5,2,climatology,2023-01-02 00:00:00
2,3,climatology,2023-01-02 00:00:00
3,2,climatology,2023-01-02 00:00:00
4,1,climatology,2023-01-02 00:00:00
5,1,climatology,2023-01-02 00:00:00
6,2,climatology,2023-01-02 00:00:00
7,2,climatology,2023-01-02 00:00:00
8,3,climatology,2023-01-02 00:00:00
9,3,climatology,2023-01-02 00:00:00
0,5,empirical,2023-01-02 00:00:00
1,5,empirical,2023-01-02 00:00:00
1.5,6,empirical,2023-01-02 00:00:00
2,7,empirical,2023-01-02 00:00:00
3,6,empirical,2023-01-02 00:00:00
4,4,empirical,2023-01-02 00:00:00
5,7,empirical,2023-01-02 00:00:00
6,8,empirical,2023-01-02 00:00:00
7,14,empirical,2023-01-02 00:00:00
8,5,empirical,2023-01-02 00:00:00
9,12,empirical,2023-01-02 00:00:00
0,2,empirical_ler,2023-01-02 00:00:00
1,4,empirical_ler,2023-01-02 00:00:00
1.5,4,empirical_ler,2023-01-02 00:00:00
2,6,empirical_ler,2023-01-02 00:00:00
3,4,empirical_ler,2023-01-02 00:00:00
4,4,empirical_ler,2023-01-02 00:00:00
5,5,empirical_ler,2023-01-02 00:00:00
6,5,empirical_ler,2023-01-02 00:00:00
7,5,empirical_ler,2023-01-02 00:00:00
8,8,empirical_ler,2023-01-02 00:00:00
9,12,empirical_ler,2023-01-02 00:00:00
0,3,ler,2023-01-02 00:00:00
1,3,ler,2023-01-02 00:00:00
1.5,6,ler,2023-01-02 00:00:00
2,4,ler,2023-01-02 00:00:00
3,6,ler,2023-01-02 00:00:00
4,7,ler,2023-01-02 00:00:00
5,5,ler,2023-01-02 00:00:00
6,3,ler,2023-01-02 00:00:00
7,3,ler,2023-01-02 00:00:00
8,6,ler,2023-01-02 00:00:00
9,4,ler,2023-01-02 00:00:00
0,7,GLM,2023-01-09 00:00:00
1,6,GLM,2023-01-09 00:00:00
1.5,5,GLM,2023-01-09 00:00:00
2,5,GLM,2023-01-09 00:00:00
3,5,GLM,2023-01-09 00:00:00
4,5,GLM,2023-01-09 00:00:00
5,4,GLM,2023-01-09 00:00:00
6,5,GLM,2023-01-09 00:00:00
7,5,GLM,2023-01-09 00:00:00
8,6,GLM,2023-01-09 00:00:00
9,5,GLM,2023-01-09 00:00:00
0,2,GOTM,2023-01-09 00:00:00
1,4,GOTM,2023-01-09 00:00:00
1.5,3,GOTM,2023-01-09 00:00:00
2,5,GOTM,2023-01-09 00:00:00
3,6,GOTM,2023-01-09 00:00:00
4,5,GOTM,2023-01-09 00:00:00
5,5,GOTM,2023-01-09 00:00:00
6,5,GOTM,2023-01-09 00:00:00
7,5,GOTM,2023-01-09 00:00:00
8,4,GOTM,2023-01-09 00:00:00
9,5,GOTM,2023-01-09 00:00:00
0,8,RW,2023-01-09 00:00:00
1,6,RW,2023-01-09 00:00:00
1.5,5,RW,2023-01-09 00:00:00
2,5,RW,2023-01-09 00:00:00
3,9,RW,2023-01-09 00:00:00
4,6,RW,2023-01-09 00:00:00
5,12,RW,2023-01-09 00:00:00
6,7,RW,2023-01-09 00:00:00
7,6,RW,2023-01-09 00:00:00
8,6,RW,2023-01-09 00:00:00
9,6,RW,2023-01-09 00:00:00
0,5,Simstrat,2023-01-09 00:00:00
1,4,Simstrat,2023-01-09 00:00:00
1.5,4,Simstrat,2023-01-09 00:00:00
2,5,Simstrat,2023-01-09 00:00:00
3,6,Simstrat,2023-01-09 00:00:00
4,4,Simstrat,2023-01-09 00:00:00
5,6,Simstrat,2023-01-09 00:00:00
6,4,Simstrat,2023-01-09 00:00:00
7,5,Simstrat,2023-01-09 00:00:00
8,5,Simstrat,2023-01-09 00:00:00
9,6,Simstrat,2023-01-09 00:00:00
0,2,climatology,2023-01-09 00:00:00
1,2,climatology,2023-01-09 00:00:00
1.5,2,climatology,2023-01-09 00:00:00
2,3,climatology,2023-01-09 00:00:00
3,5,climatology,2023-01-09 00:00:00
4,3,climatology,2023-01-09 00:00:00
5,4,climatology,2023-01-09 00:00:00
6,5,climatology,2023-01-09 00:00:00
7,6,climatology,2023-01-09 00:00:00
8,9,climatology,2023-01-09 00:00:00
9,8,climatology,2023-01-09 00:00:00
0,8,empirical,2023-01-09 00:00:00
1,6,empirical,2023-01-09 00:00:00
1.5,5,empirical,2023-01-09 00:00:00
2,4,empirical,2023-01-09 00:00:00
3,9,empirical,2023-01-09 00:00:00
4,6,empirical,2023-01-09 00:00:00
5,7,empirical,2023-01-09 00:00:00
6,7,empirical,2023-01-09 00:00:00
7,6,empirical,2023-01-09 00:00:00
8,6,empirical,2023-01-09 00:00:00
9,6,empirical,2023-01-09 00:00:00
0,5,empirical_ler,2023-01-09 00:00:00
1,5,empirical_ler,2023-01-09 00:00:00
1.5,5,empirical_ler,2023-01-09 00:00:00
2,3,empirical_ler,2023-01-09 00:00:00
3,9,empirical_ler,2023-01-09 00:00:00
4,6,empirical_ler,2023-01-09 00:00:00
5,12,empirical_ler,2023-01-09 00:00:00
6,7,empirical_ler,2023-01-09 00:00:00
7,6,empirical_ler,2023-01-09 00:00:00
8,5,empirical_ler,2023-01-09 00:00:00
9,6,empirical_ler,2023-01-09 00:00:00
0,5,ler,2023-01-09 00:00:00
1,6,ler,2023-01-09 00:00:00
1.5,4,ler,2023-01-09 00:00:00
2,5,ler,2023-01-09 00:00:00
3,6,ler,2023-01-09 00:00:00
4,5,ler,2023-01-09 00:00:00
5,4,ler,2023-01-09 00:00:00
6,5,ler,2023-01-09 00:00:00
7,5,ler,2023-01-09 00:00:00
8,5,ler,2023-01-09 00:00:00
9,5,ler,2023-01-09 00:00:00
0,4,GLM,2023-01-16 00:00:00
1,3,GLM,2023-01-16 00:00:00
1.5,4,GLM,2023-01-16 00:00:00
2,4,GLM,2023-01-16 00:00:00
3,10,GLM,2023-01-16 00:00:00
4,5,GLM,2023-01-16 00:00:00
5,4,GLM,2023-01-16 00:00:00
6,5,GLM,2023-01-16 00:00:00
7,6,GLM,2023-01-16 00:00:00
8,10,GLM,2023-01-16 00:00:00
9,4,GLM,2023-01-16 00:00:00
0,3,GOTM,2023-01-16 00:00:00
1,3,GOTM,2023-01-16 00:00:00
1.5,3,GOTM,2023-01-16 00:00:00
2,3,GOTM,2023-01-16 00:00:00
3,3,GOTM,2023-01-16 00:00:00
4,4,GOTM,2023-01-16 00:00:00
5,6,GOTM,2023-01-16 00:00:00
6,3,GOTM,2023-01-16 00:00:00
7,6,GOTM,2023-01-16 00:00:00
8,7,GOTM,2023-01-16 00:00:00
9,7,GOTM,2023-01-16 00:00:00
0,7,RW,2023-01-16 00:00:00
1,5,RW,2023-01-16 00:00:00
1.5,8,RW,2023-01-16 00:00:00
2,7,RW,2023-01-16 00:00:00
3,9,RW,2023-01-16 00:00:00
4,8,RW,2023-01-16 00:00:00
5,14,RW,2023-01-16 00:00:00
6,14,RW,2023-01-16 00:00:00
7,14,RW,2023-01-16 00:00:00
8,14,RW,2023-01-16 00:00:00
9,14,RW,2023-01-16 00:00:00
0,3,Simstrat,2023-01-16 00:00:00
1,5,Simstrat,2023-01-16 00:00:00
1.5,3,Simstrat,2023-01-16 00:00:00
2,4,Simstrat,2023-01-16 00:00:00
3,4,Simstrat,2023-01-16 00:00:00
4,3,Simstrat,2023-01-16 00:00:00
5,5,Simstrat,2023-01-16 00:00:00
6,3,Simstrat,2023-01-16 00:00:00
7,4,Simstrat,2023-01-16 00:00:00
8,6,Simstrat,2023-01-16 00:00:00
9,4,Simstrat,2023-01-16 00:00:00
0,2,climatology,2023-01-16 00:00:00
1,2,climatology,2023-01-16 00:00:00
1.5,2,climatology,2023-01-16 00:00:00
2,2,climatology,2023-01-16 00:00:00
3,2,climatology,2023-01-16 00:00:00
4,3,climatology,2023-01-16 00:00:00
5,5,climatology,2023-01-16 00:00:00
6,5,climatology,2023-01-16 00:00:00
7,5,climatology,2023-01-16 00:00:00
8,5,climatology,2023-01-16 00:00:00
9,5,climatology,2023-01-16 00:00:00
0,7,empirical,2023-01-16 00:00:00
1,5,empirical,2023-01-16 00:00:00
1.5,5,empirical,2023-01-16 00:00:00
2,6,empirical,2023-01-16 00:00:00
3,5,empirical,2023-01-16 00:00:00
4,7,empirical,2023-01-16 00:00:00
5,12,empirical,2023-01-16 00:00:00
6,14,empirical,2023-01-16 00:00:00
7,14,empirical,2023-01-16 00:00:00
8,14,empirical,2023-01-16 00:00:00
9,14,empirical,2023-01-16 00:00:00
0,3,empirical_ler,2023-01-16 00:00:00
1,3,empirical_ler,2023-01-16 00:00:00
1.5,8,empirical_ler,2023-01-16 00:00:00
2,4,empirical_ler,2023-01-16 00:00:00
3,10,empirical_ler,2023-01-16 00:00:00
4,4,empirical_ler,2023-01-16 00:00:00
5,14,empirical_ler,2023-01-16 00:00:00
6,13,empirical_ler,2023-01-16 00:00:00
7,14,empirical_ler,2023-01-16 00:00:00
8,14,empirical_ler,2023-01-16 00:00:00
9,14,empirical_ler,2023-01-16 00:00:00
0,3,ler,2023-01-16 00:00:00
1,4,ler,2023-01-16 00:00:00
1.5,4,ler,2023-01-16 00:00:00
2,4,ler,2023-01-16 00:00:00
3,5,ler,2023-01-16 00:00:00
4,5,ler,2023-01-16 00:00:00
5,6,ler,2023-01-16 00:00:00
6,4,ler,2023-01-16 00:00:00
7,6,ler,2023-01-16 00:00:00
8,10,ler,2023-01-16 00:00:00
9,4,ler,2023-01-16 00:00:00
0,5,GLM,2023-01-23 00:00:00
1,6,GLM,2023-01-23 00:00:00
1.5,3,GLM,2023-01-23 00:00:00
2,5,GLM,2023-01-23 00:00:00
3,5,GLM,2023-01-23 00:00:00
4,6,GLM,2023-01-23 00:00:00
5,3,GLM,2023-01-23 00:00:00
6,4,GLM,2023-01-23 00:00:00
7,5,GLM,2023-01-23 00:00:00
8,5,GLM,2023-01-23 00:00:00
9,5,GLM,2023-01-23 00:00:00
0,2,GOTM,2023-01-23 00:00:00
1,2,GOTM,2023-01-23 00:00:00
1.5,4,GOTM,2023-01-23 00:00:00
2,4,GOTM,2023-01-23 00:00:00
3,3,GOTM,2023-01-23 00:00:00
4,4,GOTM,2023-01-23 00:00:00
5,3,GOTM,2023-01-23 00:00:00
6,3,GOTM,2023-01-23 00:00:00
7,4,GOTM,2023-01-23 00:00:00
8,3,GOTM,2023-01-23 00:00:00
9,3,GOTM,2023-01-23 00:00:00
0,5,RW,2023-01-23 00:00:00
1,7,RW,2023-01-23 00:00:00
1.5,9,RW,2023-01-23 00:00:00
2,9,RW,2023-01-23 00:00:00
3,9,RW,2023-01-23 00:00:00
4,11,RW,2023-01-23 00:00:00
5,13,RW,2023-01-23 00:00:00
6,14,RW,2023-01-23 00:00:00
7,14,RW,2023-01-23 00:00:00
8,14,RW,2023-01-23 00:00:00
9,14,RW,2023-01-23 00:00:00
0,3,Simstrat,2023-01-23 00:00:00
1,6,Simstrat,2023-01-23 00:00:00
1.5,7,Simstrat,2023-01-23 00:00:00
2,6,Simstrat,2023-01-23 00:00:00
3,5,Simstrat,2023-01-23 00:00:00
4,4,Simstrat,2023-01-23 00:00:00
5,7,Simstrat,2023-01-23 00:00:00
6,4,Simstrat,2023-01-23 00:00:00
7,4,Simstrat,2023-01-23 00:00:00
8,7,Simstrat,2023-01-23 00:00:00
9,4,Simstrat,2023-01-23 00:00:00
0,3,climatology,2023-01-23 00:00:00
1,4,climatology,2023-01-23 00:00:00
1.5,3,climatology,2023-01-23 00:00:00
2,3,climatology,2023-01-23 00:00:00
3,2,climatology,2023-01-23 00:00:00
4,2,climatology,2023-01-23 00:00:00
5,5,climatology,2023-01-23 00:00:00
6,4,climatology,2023-01-23 00:00:00
7,5,climatology,2023-01-23 00:00:00
8,4,climatology,2023-01-23 00:00:00
9,4,climatology,2023-01-23 00:00:00
0,4,empirical,2023-01-23 00:00:00
1,7,empirical,2023-01-23 00:00:00
1.5,9,empirical,2023-01-23 00:00:00
2,6,empirical,2023-01-23 00:00:00
3,6,empirical,2023-01-23 00:00:00
4,11,empirical,2023-01-23 00:00:00
5,13,empirical,2023-01-23 00:00:00
6,14,empirical,2023-01-23 00:00:00
7,14,empirical,2023-01-23 00:00:00
8,14,empirical,2023-01-23 00:00:00
9,14,empirical,2023-01-23 00:00:00
0,4,empirical_ler,2023-01-23 00:00:00
1,7,empirical_ler,2023-01-23 00:00:00
1.5,5,empirical_ler,2023-01-23 00:00:00
2,4,empirical_ler,2023-01-23 00:00:00
3,6,empirical_ler,2023-01-23 00:00:00
4,9,empirical_ler,2023-01-23 00:00:00
5,9,empirical_ler,2023-01-23 00:00:00
6,12,empirical_ler,2023-01-23 00:00:00
7,14,empirical_ler,2023-01-23 00:00:00
8,14,empirical_ler,2023-01-23 00:00:00
9,14,empirical_ler,2023-01-23 00:00:00
0,5,ler,2023-01-23 00:00:00
1,3,ler,2023-01-23 00:00:00
1.5,3,ler,2023-01-23 00:00:00
2,5,ler,2023-01-23 00:00:00
3,5,ler,2023-01-23 00:00:00
4,6,ler,2023-01-23 00:00:00
5,4,ler,2023-01-23 00:00:00
6,3,ler,2023-01-23 00:00:00
7,5,ler,2023-01-23 00:00:00
8,5,ler,2023-01-23 00:00:00
9,4,ler,2023-01-23 00:00:00
0,4,GLM,2023-01-30 00:00:00
1,5,GLM,2023-01-30 00:00:00
1.5,3,GLM,2023-01-30 00:00:00
2,7,GLM,2023-01-30 00:00:00
3,4,GLM,2023-01-30 00:00:00
4,5,GLM,2023-01-30 00:00:00
5,6,GLM,2023-01-30 00:00:00
6,4,GLM,2023-01-30 00:00:00
7,4,GLM,2023-01-30 00:00:00
8,7,GLM,2023-01-30 00:00:00
9,4,GLM,2023-01-30 00:00:00
0,2,GOTM,2023-01-30 00:00:00
1,6,GOTM,2023-01-30 00:00:00
1.5,3,GOTM,2023-01-30 00:00:00
2,3,GOTM,2023-01-30 00:00:00
3,4,GOTM,2023-01-30 00:00:00
4,4,GOTM,2023-01-30 00:00:00
5,4,GOTM,2023-01-30 00:00:00
6,5,GOTM,2023-01-30 00:00:00
7,4,GOTM,2023-01-30 00:00:00
8,5,GOTM,2023-01-30 00:00:00
9,5,GOTM,2023-01-30 00:00:00
0,5,RW,2023-01-30 00:00:00
1,5,RW,2023-01-30 00:00:00
1.5,6,RW,2023-01-30 00:00:00
2,7,RW,2023-01-30 00:00:00
3,9,RW,2023-01-30 00:00:00
4,9,RW,2023-01-30 00:00:00
5,7,RW,2023-01-30 00:00:00
6,6,RW,2023-01-30 00:00:00
7,10,RW,2023-01-30 00:00:00
8,12,RW,2023-01-30 00:00:00
9,12,RW,2023-01-30 00:00:00
0,3,Simstrat,2023-01-30 00:00:00
1,5,Simstrat,2023-01-30 00:00:00
1.5,5,Simstrat,2023-01-30 00:00:00
2,4,Simstrat,2023-01-30 00:00:00
3,4,Simstrat,2023-01-30 00:00:00
4,4,Simstrat,2023-01-30 00:00:00
5,4,Simstrat,2023-01-30 00:00:00
6,4,Simstrat,2023-01-30 00:00:00
7,7,Simstrat,2023-01-30 00:00:00
8,9,Simstrat,2023-01-30 00:00:00
9,4,Simstrat,2023-01-30 00:00:00
0,2,climatology,2023-01-30 00:00:00
1,3,climatology,2023-01-30 00:00:00
1.5,2,climatology,2023-01-30 00:00:00
2,2,climatology,2023-01-30 00:00:00
3,3,climatology,2023-01-30 00:00:00
4,3,climatology,2023-01-30 00:00:00
5,3,climatology,2023-01-30 00:00:00
6,3,climatology,2023-01-30 00:00:00
7,4,climatology,2023-01-30 00:00:00
8,4,climatology,2023-01-30 00:00:00
9,7,climatology,2023-01-30 00:00:00
0,5,empirical,2023-01-30 00:00:00
1,4,empirical,2023-01-30 00:00:00
1.5,6,empirical,2023-01-30 00:00:00
2,7,empirical,2023-01-30 00:00:00
3,5,empirical,2023-01-30 00:00:00
4,9,empirical,2023-01-30 00:00:00
5,7,empirical,2023-01-30 00:00:00
6,6,empirical,2023-01-30 00:00:00
7,6,empirical,2023-01-30 00:00:00
8,10,empirical,2023-01-30 00:00:00
9,12,empirical,2023-01-30 00:00:00
0,3,empirical_ler,2023-01-30 00:00:00
1,4,empirical_ler,2023-01-30 00:00:00
1.5,6,empirical_ler,2023-01-30 00:00:00
2,4,empirical_ler,2023-01-30 00:00:00
3,4,empirical_ler,2023-01-30 00:00:00
4,5,empirical_ler,2023-01-30 00:00:00
5,7,empirical_ler,2023-01-30 00:00:00
6,6,empirical_ler,2023-01-30 00:00:00
7,6,empirical_ler,2023-01-30 00:00:00
8,12,empirical_ler,2023-01-30 00:00:00
9,10,empirical_ler,2023-01-30 00:00:00
0,3,ler,2023-01-30 00:00:00
1,6,ler,2023-01-30 00:00:00
1.5,4,ler,2023-01-30 00:00:00
2,3,ler,2023-01-30 00:00:00
3,3,ler,2023-01-30 00:00:00
4,5,ler,2023-01-30 00:00:00
5,4,ler,2023-01-30 00:00:00
6,4,ler,2023-01-30 00:00:00
7,6,ler,2023-01-30 00:00:00
8,7,ler,2023-01-30 00:00:00
9,4,ler,2023-01-30 00:00:00
0,3,GLM,2023-02-06 00:00:00
1,4,GLM,2023-02-06 00:00:00
1.5,4,GLM,2023-02-06 00:00:00
2,5,GLM,2023-02-06 00:00:00
3,5,GLM,2023-02-06 00:00:00
4,5,GLM,2023-02-06 00:00:00
5,5,GLM,2023-02-06 00:00:00
6,4,GLM,2023-02-06 00:00:00
7,5,GLM,2023-02-06 00:00:00
8,4,GLM,2023-02-06 00:00:00
9,5,GLM,2023-02-06 00:00:00
0,4,GOTM,2023-02-06 00:00:00
1,3,GOTM,2023-02-06 00:00:00
1.5,3,GOTM,2023-02-06 00:00:00
2,3,GOTM,2023-02-06 00:00:00
3,3,GOTM,2023-02-06 00:00:00
4,3,GOTM,2023-02-06 00:00:00
5,5,GOTM,2023-02-06 00:00:00
6,4,GOTM,2023-02-06 00:00:00
7,5,GOTM,2023-02-06 00:00:00
8,4,GOTM,2023-02-06 00:00:00
9,4,GOTM,2023-02-06 00:00:00
0,2,RW,2023-02-06 00:00:00
1,6,RW,2023-02-06 00:00:00
1.5,4,RW,2023-02-06 00:00:00
2,4,RW,2023-02-06 00:00:00
3,4,RW,2023-02-06 00:00:00
4,4,RW,2023-02-06 00:00:00
5,4,RW,2023-02-06 00:00:00
6,4,RW,2023-02-06 00:00:00
7,5,RW,2023-02-06 00:00:00
8,5,RW,2023-02-06 00:00:00
9,6,RW,2023-02-06 00:00:00
0,2,Simstrat,2023-02-06 00:00:00
1,3,Simstrat,2023-02-06 00:00:00
1.5,3,Simstrat,2023-02-06 00:00:00
2,2,Simstrat,2023-02-06 00:00:00
3,3,Simstrat,2023-02-06 00:00:00
4,2,Simstrat,2023-02-06 00:00:00
5,3,Simstrat,2023-02-06 00:00:00
6,3,Simstrat,2023-02-06 00:00:00
7,5,Simstrat,2023-02-06 00:00:00
8,3,Simstrat,2023-02-06 00:00:00
9,2,Simstrat,2023-02-06 00:00:00
0,2,climatology,2023-02-06 00:00:00
1,2,climatology,2023-02-06 00:00:00
1.5,3,climatology,2023-02-06 00:00:00
2,3,climatology,2023-02-06 00:00:00
3,3,climatology,2023-02-06 00:00:00
4,5,climatology,2023-02-06 00:00:00
5,4,climatology,2023-02-06 00:00:00
6,4,climatology,2023-02-06 00:00:00
7,5,climatology,2023-02-06 00:00:00
8,4,climatology,2023-02-06 00:00:00
9,7,climatology,2023-02-06 00:00:00
0,2,empirical,2023-02-06 00:00:00
1,2,empirical,2023-02-06 00:00:00
1.5,4,empirical,2023-02-06 00:00:00
2,4,empirical,2023-02-06 00:00:00
3,3,empirical,2023-02-06 00:00:00
4,4,empirical,2023-02-06 00:00:00
5,4,empirical,2023-02-06 00:00:00
6,4,empirical,2023-02-06 00:00:00
7,5,empirical,2023-02-06 00:00:00
8,5,empirical,2023-02-06 00:00:00
9,5,empirical,2023-02-06 00:00:00
0,4,empirical_ler,2023-02-06 00:00:00
1,6,empirical_ler,2023-02-06 00:00:00
1.5,3,empirical_ler,2023-02-06 00:00:00
2,3,empirical_ler,2023-02-06 00:00:00
3,4,empirical_ler,2023-02-06 00:00:00
4,5,empirical_ler,2023-02-06 00:00:00
5,4,empirical_ler,2023-02-06 00:00:00
6,4,empirical_ler,2023-02-06 00:00:00
7,3,empirical_ler,2023-02-06 00:00:00
8,5,empirical_ler,2023-02-06 00:00:00
9,5,empirical_ler,2023-02-06 00:00:00
0,4,ler,2023-02-06 00:00:00
1,4,ler,2023-02-06 00:00:00
1.5,3,ler,2023-02-06 00:00:00
2,5,ler,2023-02-06 00:00:00
3,4,ler,2023-02-06 00:00:00
4,5,ler,2023-02-06 00:00:00
5,4,ler,2023-02-06 00:00:00
6,3,ler,2023-02-06 00:00:00
7,4,ler,2023-02-06 00:00:00
8,3,ler,2023-02-06 00:00:00
9,5,ler,2023-02-06 00:00:00
0,5,GLM,2023-02-13 00:00:00
1,4,GLM,2023-02-13 00:00:00
1.5,3,GLM,2023-02-13 00:00:00
2,4,GLM,2023-02-13 00:00:00
3,4,GLM,2023-02-13 00:00:00
4,3,GLM,2023-02-13 00:00:00
5,4,GLM,2023-02-13 00:00:00
6,5,GLM,2023-02-13 00:00:00
7,5,GLM,2023-02-13 00:00:00
